"Time(CDT)","Access point","SSID","Client","Category","Event type","Details"
"Jul 12 12:08:32","opdc-ap-2a6","Tyler-Corp","GLee-MacBook-Pro-2","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:08:30","opdc-ap-2a1","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:08:29","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 12:08:29","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 41, band: 5"""
"Jul 12 12:08:26","opdc-ap-2a1","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 6, rssi: 48, band: 2"""
"Jul 12 12:08:21","opdc-ap-2a6","Tyler-Corp","GLee-MacBook-Pro-2","802.11","802.11 association","""channel: 64, rssi: 43, band: 5"""
"Jul 12 12:08:21","opdc-ap-2a6","Tyler-Corp","GLee-MacBook-Pro-2","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:08:14","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:08:14","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:08:14","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:08:14","opdc-ap-1a10","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 60, rssi: 37, band: 5"""
"Jul 12 12:08:14","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:08:13","opdc-ap-1a10","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:08:05","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:08:00","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 52, band: 5"""
"Jul 12 12:08:00","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:07:51","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:07:51","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:07:51","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:07:50","opdc-ap-1a9","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 140, rssi: 44, band: 5"""
"Jul 12 12:07:50","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:07:48","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:07:43","opdc-ap-1a6","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:07:43","opdc-ap-1a6","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA deauthentication","""radio: 0, vap: 0, client_mac: 4A:02:D4:7D:D6:D9, aid: 327302095"""
"Jul 12 12:07:38","opdc-ap-1a7","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 108, rssi: 40, band: 5"""
"Jul 12 12:07:38","opdc-ap-1a7","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:07:37","opdc-ap-1a7","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:07:31","opdc-ap-1a7","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 108, rssi: 49, band: 5"""
"Jul 12 12:07:31","opdc-ap-1a7","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:07:27","opdc-ap-2a13","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:07:25","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:07:24","opdc-ap-2a13","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 6, rssi: 41, band: 2"""
"Jul 12 12:07:22","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 1, rssi: 43, band: 2"""
"Jul 12 12:07:20","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:07:20","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:07:20","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:07:19","opdc-ap-1a15","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 104, rssi: 51, band: 5"""
"Jul 12 12:07:19","opdc-ap-1a15","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:07:17","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 54, band: 5"""
"Jul 12 12:07:15","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:07:02","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:59","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 44, band: 5"""
"Jul 12 12:06:57","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:06:50","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:47","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:06:46","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:06:46","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 50, band: 2"""
"Jul 12 12:06:46","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:06:44","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:44","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 60, rssi: 38, band: 5"""
"Jul 12 12:06:44","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:06:43","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:41","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 51, band: 2"""
"Jul 12 12:06:40","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:06:40","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 53, band: 2"""
"Jul 12 12:06:40","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:06:39","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:38","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:06:37","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:37","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 60, rssi: 38, band: 5"""
"Jul 12 12:06:37","opdc-ap-1a10","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:06:35","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 51, band: 2"""
"Jul 12 12:06:35","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 43, band: 2"""
"Jul 12 12:06:35","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:06:35","opdc-ap-1a9","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:06:35","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 49, band: 2"""
"Jul 12 12:06:35","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:06:34","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 42, band: 5"""
"Jul 12 12:06:27","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 6, rssi: 51, band: 2"""
"Jul 12 12:06:27","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:06:21","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 60, rssi: 36, band: 5"""
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:06:18","opdc-ap-1a10","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:06:17","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:06:15","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:06:09","opdc-ap-1a15","Tyler-Corp","Rooney","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 12:06:09","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:06:09","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:06:09","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:06:08","opdc-ap-1a9","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 140, rssi: 45, band: 5"""
"Jul 12 12:06:08","opdc-ap-1a9","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:58","opdc-ap-1a10","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:05:58","opdc-ap-1a10","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 26:03:4D:36:17:0E, aid: 242113307"""
"Jul 12 12:05:49","opdc-ap-2a14","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:05:45","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 1, rssi: 39, band: 2"""
"Jul 12 12:05:45","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:45","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:05:45","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:05:45","opdc-ap-2a12","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:05:42","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:42","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:42","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:41","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:05:41","opdc-ap-1a10","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 60, rssi: 44, band: 5"""
"Jul 12 12:05:41","opdc-ap-1a10","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:40","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:05:40","opdc-ap-1a13","Tyler-Guest","Android","WPA","WPA authentication",""""""
"Jul 12 12:05:40","opdc-ap-1a13","Tyler-Guest","Android","802.11","802.11 association","""channel: 157, rssi: 56, band: 5"""
"Jul 12 12:05:39","opdc-ap-1a13","Tyler-Guest","Android","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:05:37","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 0, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:37","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 0, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:37","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 0, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:37","opdc-ap-1a15","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 6, rssi: 49, band: 2"""
"Jul 12 12:05:37","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:37","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 1, rssi: 40, band: 2"""
"Jul 12 12:05:37","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:34","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:34","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:34","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:34","opdc-ap-1a15","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 104, rssi: 36, band: 5"""
"Jul 12 12:05:34","opdc-ap-1a15","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:31","opdc-ap-1a11","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 0, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:31","opdc-ap-1a11","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 0, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:31","opdc-ap-1a11","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 0, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:31","opdc-ap-1a11","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 1, rssi: 26, band: 2"""
"Jul 12 12:05:31","opdc-ap-1a11","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:31","opdc-ap-2a13","Tyler-Corp","Rooney","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:05:25","opdc-ap-2a1","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:05:24","opdc-ap-2a13","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:24","opdc-ap-2a13","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:24","opdc-ap-2a13","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:23","opdc-ap-2a13","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 161, rssi: 34, band: 5"""
"Jul 12 12:05:23","opdc-ap-2a13","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:23","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:05:22","opdc-ap-2a1","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 6, rssi: 49, band: 2"""
"Jul 12 12:05:19","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 53, band: 2"""
"Jul 12 12:05:19","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:05:19","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:18","opdc-ap-2a14","Tyler-Corp","Rooney","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:18","opdc-ap-2a14","Tyler-Corp","Rooney","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 42:66:A0:9C:F8:95"""
"Jul 12 12:05:18","opdc-ap-2a14","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 12:05:18","opdc-ap-2a14","Tyler-Corp","Rooney","802.11","802.11 association","""channel: 112, rssi: 50, band: 5"""
"Jul 12 12:05:18","opdc-ap-2a14","Tyler-Corp","Rooney","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:18","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:05:15","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:05:14","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 44, rssi: 51, band: 5"""
"Jul 12 12:05:14","opdc-ap-1a8","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:05:14","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:05:14","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:05:13","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:05:13","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:05:13","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:05:12","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 1, rssi: 43, band: 2"""
"Jul 12 12:05:02","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 47, band: 5"""
"Jul 12 12:05:02","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:04:59","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:59","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:04:56","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 53, band: 2"""
"Jul 12 12:04:55","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:04:55","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:04:54","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:04:52","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:49","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:04:48","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:04:48","opdc-ap-1a12","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 12:04:39","opdc-ap-1a10","Tyler-Guest","Android","WPA","WPA authentication",""""""
"Jul 12 12:04:39","opdc-ap-1a10","Tyler-Guest","Android","802.11","802.11 association","""channel: 60, rssi: 47, band: 5"""
"Jul 12 12:04:27","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:25","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:24","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 12:04:22","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:22","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:21","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 42, band: 2"""
"Jul 12 12:04:20","opdc-ap-2a7","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 12:04:20","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:18","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 51, band: 2"""
"Jul 12 12:04:18","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:04:18","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:04:16","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 45, band: 5"""
"Jul 12 12:04:14","opdc-ap-1a7","Tyler-Guest","iPhone-5","WPA","WPA authentication",""""""
"Jul 12 12:04:14","opdc-ap-1a7","Tyler-Guest","iPhone-5","802.11","802.11 association","""channel: 108, rssi: 44, band: 5"""
"Jul 12 12:04:14","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 47, band: 2"""
"Jul 12 12:04:14","opdc-ap-1a7","Tyler-Guest","iPhone-5","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:04:13","opdc-ap-2a6","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:59","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 47, band: 5"""
"Jul 12 12:03:59","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:03:58","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:03:48","opdc-ap-1a4","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:48","opdc-ap-1a4","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: B2:F8:7E:8B:BB:C4, aid: 1661473460"""
"Jul 12 12:03:39","opdc-ap-1a4","Tyler-Corp2","Saschas-iPhone","WPA","WPA authentication",""""""
"Jul 12 12:03:39","opdc-ap-1a4","Tyler-Corp2","Saschas-iPhone","802.11","802.11 association","""channel: 157, rssi: 51, band: 5"""
"Jul 12 12:03:39","opdc-ap-1a9","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:39","opdc-ap-1a9","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 4A:02:D4:7D:D6:D9, aid: 990701588"""
